District,Mean_SL,Median_SL,StdDev_SL,P75_SL,Mean_Vuln,Mean_Rain_mm
Kolhapur,0.5857232739128359,0.17336823548700372,1.0491224339401564,0.17336823548700372,36.75349010679903,1577.6198818980417
Sangli,0.4742883370904564,0.42488744382755705,0.4445354562301935,0.42488744382755705,31.20887537389794,944.0678780699569
Satara,1.0020084893745136,0.5776037733679205,1.5121912866356348,0.5776037733679205,39.31855442053229,1507.537930814557
Solapur,0.5952638388384462,0.5622703607533458,0.46968538802734705,0.5622703607533458,30.04034148302832,854.6917080712386
